attractor,values
LuChenCheng_x_1,"[2.4990595, 2.483797161416398, 2.468565015632109, 2.4533630631067678, 2.438191303867211, 2.423049737510815, 2.40793836320882, 2.392857179709645, 2.3778061853421835, 2.3627853780190846, 2.3477947552400225, 2.332834314094949, 2.317904051267331, 2.3030039630373746, 2.288134045285235, 2.2732942934942075, 2.258484702753909, 2.243705267763442, 2.2289559828345435, 2.2142368418947207, 2.19954783849037, 2.1848889657898827, 2.1702602165867355, 2.155661583302565, 2.14109305799023, 2.126554632336856, 2.1120462976668652, 2.097568044944997, 2.0831198647793046, 2.068701747424144, 2.054313682783145, 2.0399556604121694, 2.0256276695222506, 2.011329698982524, 1.997061737323137, 1.9828237727381488, 1.968615793088412, 1.954437785904442, 1.940289738389269, 1.9261716374212792, 1.9120834695570368, 1.898025221034094, 1.883996877773787, 1.8699984253840138, 1.8560298491620018, 1.8420911340970574, 1.828182264873302, 1.8143032258723948, 1.8004540011762384, 1.7866345745696732, 1.7728449295431528, 1.7590850492954093, 1.7453549167361018, 1.7316545144884508, 1.717983824891858, 1.704342830004513, 1.6907315116059831, 1.6771498511997913, 1.6635978300159786, 1.6500754290136517, 1.6365826288835186, 1.623119410050406, 1.609685752675767, 1.596281636660171, 1.5829070416457822, 1.5695619470188213, 1.5562463319120157, 1.5429601752070334, 1.5297034555369045, 1.5164761512884277, 1.503278240604564, 1.490109701386815, 1.4769705112975882, 1.463860647762548, 1.4507800879729538, 1.4377288088879827, 1.4247067872370407, 1.4117139995220578, 1.3987504220197702, 1.3858160307839906, 1.3729108016478628, 1.3600347102261023, 1.3471877319172265, 1.3343698419057681, 1.3215810151644762, 1.308821226456505, 1.2960904503375879, 1.2833886611581988, 1.2707158330656994, 1.2580719400064753, 1.2454569557280548, 1.2328708537812207, 1.220313607522103, 1.207785190114261, 1.1952855745307545, 1.182814733556197, 1.1703726397888008, 1.157959265642408, 1.1455745833485051, 1.1332185649582305]"
LuChenCheng_x_2,"[10.461798, 10.4515326992611, 10.441288522801692, 10.431065463220252, 10.420863512731096, 10.41068266316751, 10.400522905984872, 10.390384232263756, 10.380266632713028, 10.37017009767292, 10.360094617118104, 10.35004018066073, 10.340006777553475, 10.329994396692555, 10.320003026620741, 10.310032655530348, 10.300083271266216, 10.290154861328679, 10.280247412876511, 10.270360912729869, 10.260495347373212, 10.250650702958211, 10.240826965306649, 10.231024119913295, 10.221242151948772, 10.211481046262412, 10.201740787385091, 10.192021359532061, 10.182322746605749, 10.172644932198558, 10.162987899595654, 10.153351631777724, 10.143736111423735, 10.134141320913674, 10.124567242331274, 10.11501385746672, 10.10548114781935, 10.095969094600344, 10.086477678735381, 10.077006880867303, 10.067556681358756, 10.058127060294812, 10.048717997485584, 10.039329472468836, 10.02996146451255, 10.020613952617513, 10.011286915519866, 10.001980331693654, 9.992694179353345, 9.983428436456366, 9.974183080705586, 9.964958089551812, 9.955753440196268, 9.946569109593051, 9.937405074451581, 9.928261311239032, 9.919137796182758, 9.910034505272694, 9.900951414263753, 9.891888498678204, 9.88284573380804, 9.873823094717325, 9.864820556244542, 9.85583809300491, 9.846875679392706, 9.837933289583555, 9.82901089753672, 9.820108476997378, 9.811226001498866, 9.80236344436495, 9.793520778712034, 9.784697977451396, 9.775895013291384, 9.76711185873962, 9.75834848610517, 9.74960486750072, 9.740880974844725, 9.732176779863554, 9.723492254093616, 9.714827368883482, 9.706182095395977, 9.697556404610284, 9.688950267324012, 9.68036365415526, 9.67179653554468, 9.663248881757506, 9.654720662885582, 9.646211848849386, 9.637722409400022, 9.629252314121214, 9.620801532431283, 9.612370033585112, 9.603957786676098, 9.595564760638092, 9.587190924247333, 9.57883624612435, 9.570500694735882, 9.56218423839676, 9.553886845271789, 9.545608483377615]"
MacArthur_x_0,"[9.4323333, 9.436761787798702, 9.44121042124598, 9.445679230272752, 9.450168244935174, 9.454677495402114, 9.459207011994147, 9.463756825117589, 9.468326965352176, 9.472917463356715, 9.477528349955566, 9.482159656076451, 9.486811412779998, 9.491483651265785, 9.496176402835257, 9.500889698958312, 9.505623571185351, 9.510378051244857, 9.515153170957914, 9.519948962296219, 9.524765457356853, 9.529602688357993, 9.534460687675068, 9.539339487775258, 9.544239121307214, 9.54915962100188, 9.554101019766044, 9.55906335061288, 9.564046646697161, 9.569050941317418, 9.574076267881365, 9.579122659971855, 9.58419015125708, 9.589278775592895, 9.594388566929785, 9.599519559380376, 9.60467178718532, 9.609845284715146, 9.615040086503257, 9.620256227181251, 9.625493741570407, 9.630752664577887, 9.636033031297321, 9.64133487693201, 9.646658236836, 9.652003146509161, 9.657369641583076, 9.662750505014174, 9.668132253366318, 9.673514810137481, 9.67889838289497, 9.684283148847127, 9.689669259287164, 9.695056843386881, 9.700446011436593, 9.7058368576112, 9.711229462331291, 9.71662389427802, 9.722020212114412, 9.727418465953553, 9.732818698610947, 9.73822094667661, 9.743625241425205, 9.749031609597736, 9.754440074065423, 9.759850654397088, 9.765263367343403, 9.770678227251171, 9.77609524641511, 9.781514435378636, 9.786935803191438, 9.792359357628376, 9.79778510537683, 9.803213052194845, 9.808643203049437, 9.814075562231073, 9.819510133453567, 9.824946919939265, 9.83038592448951, 9.835827149547615, 9.841270597251293, 9.846716269477438, 9.85216416787985, 9.857614293922417, 9.863066648906827, 9.868521233996288, 9.873978050236156, 9.879437098570373, 9.884898379857063, 9.89036189488094, 9.895827644363928, 9.901295628974875, 9.906765849335553, 9.912238306029563, 9.917712999607572, 9.92318993059059, 9.928669099475641, 9.93415050673994, 9.939634152840807, 9.945120038222175]"
MacArthur_x_1,"[18.838654, 18.831525253779823, 18.824395493101076, 18.817264716845177, 18.8101329238789, 18.803000113055912, 18.79586628321251, 18.78873143317519, 18.78159556175087, 18.77445866773757, 18.767320749914838, 18.760181807050742, 18.753041837898643, 18.745900841196605, 18.738758815671517, 18.731615760031847, 18.72447167297728, 18.717326553188148, 18.710180399334735, 18.703033210071037, 18.695884984037505, 18.688735719861555, 18.681585416153677, 18.674434071514526, 18.66728168452531, 18.660128253758423, 18.652973777767485, 18.64581825509476, 18.63866168426744, 18.631504063797415, 18.624345392184985, 18.617185667911873, 18.610024889450752, 18.602863055254442, 18.595700163765763, 18.588536213410418, 18.581371202600618, 18.574205129734885, 18.567037993194624, 18.55986979135091, 18.55270052255492, 18.545530185148827, 18.53835877745528, 18.53118629778545, 18.524012744434774, 18.516838115683456, 18.509662409797976, 18.502485665441856, 18.495308179102956, 18.48813030887015, 18.480952360430624, 18.47377459445316, 18.46659723321673, 18.459420466263357, 18.45224445522073, 18.445069337915147, 18.437895231878816, 18.43072223733972, 18.423550439773344, 18.41637991207697, 18.409210716422546, 18.402042905841206, 18.39487652556721, 18.387711614190987, 18.3805482046375, 18.373386325001587, 18.366225999260212, 18.359067247881192, 18.351910088339633, 18.34475453555903, 18.33760060228869, 18.3304482994241, 18.32329763628094, 18.316148620826105, 18.309001259879558, 18.30185555928129, 18.294711524036813, 18.28756915844114, 18.280428466181274, 18.273289450427626, 18.26615211391014, 18.25901645898321, 18.25188248768031, 18.244750201762017, 18.23761960275608, 18.23049069199167, 18.22336347062913, 18.216237939683705, 18.209114100047984, 18.201991952509736, 18.194871497767217, 18.18775273644306, 18.180635669092943, 18.173520296218324, 18.16640661827394, 18.159294635672495, 18.15218434879278, 18.145075757985605, 18.137968863573718, 18.130863665861053]"
MacArthur_x_2,"[34.37572, 34.36968798541456, 34.36364970768266, 34.35760516191929, 34.351554343208, 34.34549724660428, 34.33943386712619, 34.333364199770735, 34.32728823949269, 34.32120598122765, 34.315117419871264, 34.30902255029434, 34.302921367335834, 34.29681386580155, 34.29070004047303, 34.28457988609176, 34.27845339738018, 34.27232056901856, 34.2661813956653, 34.260035871943266, 34.25388399244578, 34.247725751737654, 34.24156114434674, 34.23539016477933, 34.22921280749914, 34.22302906695057, 34.216838937536835, 34.21064241363622, 34.20443948959389, 34.198230159721376, 34.19201441830469, 34.18579225958892, 34.17956367779925, 34.17332866711703, 34.16708722170156, 34.16083933567432, 34.15458500312693, 34.148324218120806, 34.142056974679356, 34.135783266803195, 34.12950308844875, 34.12321643355249, 34.11692329600753, 34.11062366968146, 34.10431754840688, 34.0980049259825, 34.09168579617644, 34.08536023318608, 34.079028824721924, 34.07269228168437, 34.06635121116255, 34.06000613103851, 34.05365748310584, 34.047305644259716, 34.04095093604569, 34.03459363280507, 34.028233968622395, 34.02187214324922, 34.01550832716099, 34.00914266586678, 34.002775283582665, 33.99640628637389, 33.990035764820384, 33.98366379630421, 33.97729044695084, 33.970915773287054, 33.964539823654725, 33.958162639419506, 33.951784255996344, 33.94540470372567, 33.9390240086232, 33.93264219301655, 33.926259276089816, 33.91987527434288, 33.9134902019927, 33.9071040713054, 33.90071689288562, 33.89432867592324, 33.887939428397296, 33.88154915725793, 33.875157868577965, 33.868765567682125, 33.86237225925588, 33.85597794744108, 33.84958263591579, 33.84318632796255, 33.83678902652768, 33.830390734268576, 33.823991453598445, 33.817591186721934, 33.811189935665574, 33.804787702305596, 33.798384488385175, 33.791980295539815, 33.78557512531239, 33.779168979162485, 33.77276185848258, 33.7663537646099, 33.759944698826374, 33.753534662376886]"
MacArthur_x_3,"[15.08545, 15.08580171376621, 15.086150006225958, 15.086494873110523, 15.08683631013393, 15.087174312994755, 15.087508877370967, 15.087839998928914, 15.088167673311615, 15.088491896151474, 15.088812663058775, 15.089129969630033, 15.089443811444093, 15.08975418406138, 15.090061083028827, 15.090364503871108, 15.090664442102264, 15.090960893212864, 15.091253852681273, 15.091543315966039, 15.091829278509213, 15.092111735736927, 15.092390683054655, 15.092666115855813, 15.09293802951, 15.093206419376, 15.093471280789526, 15.093732609072328, 15.093990399527577, 15.094244647439583, 15.09449534807833, 15.09474249669083, 15.0949860885129, 15.095226118755734, 15.095462582618111, 15.095695475277548, 15.09592479189475, 15.096150527613398, 15.096372677555786, 15.096591236831335, 15.096806200524567, 15.097017563708734, 15.097225321432619, 15.097429468730597, 15.097630000617272, 15.097826912088086, 15.098020198121198, 15.098209891714683, 15.09839626870828, 15.098579663428216, 15.098760361365205, 15.09893860603416, 15.09911460513948, 15.099288535835198, 15.099460549214522, 15.099630774140442, 15.099799320513641, 15.099966282059524, 15.100131738707837, 15.100295758621161, 15.100458399924236, 15.10061971218353, 15.100779737662574, 15.100938512399525, 15.10109606712181, 15.10125242802741, 15.101407617451269, 15.1015616544351, 15.101714555210991, 15.101866333614627, 15.102017001438991, 15.102166568734765, 15.102315044067314, 15.10246243473347, 15.102608746951026, 15.1027539860155, 15.102898156436856, 15.10304126205601, 15.10318330614119, 15.103324291473943, 15.103464220420756, 15.103603094994165, 15.103740916904208, 15.103877687603681, 15.10401340832589, 15.104148080116945, 15.10428170386384, 15.10441428031683, 15.104545810110613, 15.1046762937812, 15.104805731780344, 15.104934124488699, 15.105061472224012, 15.105187775253146, 15.10531303379919, 15.10543724804592, 15.105560418145465, 15.105682544223892, 15.105803626381245, 15.10592366470017]"
MacArthur_x_4,"[42.228427, 42.23689532995269, 42.245355262321375, 42.25380677945311, 42.26224986363337, 42.27068449709254, 42.27911066198723, 42.28752834043251, 42.295937514459794, 42.30433816606243, 42.31273027715435, 42.3211138296, 42.32948880520029, 42.33785518568985, 42.34621295275474, 42.354562088000826, 42.362902572995694, 42.371234389222266, 42.379557518119455, 42.38787194105468, 42.39617763933579, 42.40447459421318, 42.41276278686261, 42.42104219841627, 42.42931280992029, 42.43757460238168, 42.445827556724026, 42.454071653820414, 42.4623068744767, 42.470533199430484, 42.47875060936752, 42.48695908489036, 42.49515860656101, 42.50334915485231, 42.51153071019209, 42.51970325293111, 42.52786676335923, 42.53602122170452, 42.544166608117564, 42.55230290270218, 42.56043008547188, 42.56854813639928, 42.57665703536815, 42.584756762209985, 42.592847296684454, 42.60092861848165, 42.60900070722885, 42.61706365538822, 42.62511827640577, 42.63316555797552, 42.641206343477464, 42.64924135222102, 42.65727119764798, 42.66529640286621, 42.67331741391017, 42.68133461105745, 42.68934831848485, 42.697358812504994, 42.70536632860032, 42.713371067420276, 42.72137319989492, 42.72937287161087, 42.73737020652473, 42.74536531015118, 42.75335827226962, 42.761349169236524, 42.76933806595821, 42.77732501757791, 42.785310070907876, 42.7932932656533, 42.801274635460125, 42.80925420880511, 42.81723200975736, 42.82520805862093, 42.83318237249654, 42.84115496574642, 42.84912585039973, 42.85709503649819, 42.865062532381884, 42.873028344944494, 42.88099247984584, 42.88895494169329, 42.896915734194486, 42.90487486029173, 42.9128323222741, 42.920788121873365, 42.92874226034746, 42.9366947385469, 42.9446455569778, 42.95259471585197, 42.96054221512988, 42.96848805455971, 42.976432233701736, 42.984374751964154, 42.99231560862417, 43.00025480284128, 43.00819233368011, 43.016128200127056, 43.024062401090326, 43.031994935425715]"
MacArthur_x_5,"[0.17030505, 0.1704824995613815, 0.17066009505113638, 0.17083783653558973, 0.17101572408199392, 0.17119375775840606, 0.17137193763390346, 0.1715502637781258, 0.17172873626179566, 0.17190735515611744, 0.17208612053327108, 0.17226503246602995, 0.17244409102791572, 0.17262329629321524, 0.17280264833676792, 0.17298214723431135, 0.17316179306200755, 0.1733415858969447, 0.17352152581668837, 0.1737016128995721, 0.1738818472245656, 0.17406222887124645, 0.17424275791997945, 0.17442343445158479, 0.17460425854778117, 0.17478523029069296, 0.1749663497633073, 0.1751476170491332, 0.17532903223236898, 0.17551059539791444, 0.1756923066311978, 0.17587416601849737, 0.17605617364650308, 0.1762383296028111, 0.1764206339754742, 0.17660308685332393, 0.17678568832580913, 0.17696843848299967, 0.17715133741574826, 0.17733438521537606, 0.17751758197411244, 0.17770092778459684, 0.1778844227403581, 0.1780680669354494, 0.17825186046463995, 0.17843580342339507, 0.17861989590780536, 0.17880441484084744, 0.17898980298928693, 0.17917594644581156, 0.17936273702917355, 0.17955008245957144, 0.17973790402271983, 0.17992613457692558, 0.18011471685217423, 0.18030360199890155, 0.18049274834998016, 0.18068212036491285, 0.18087168772839182, 0.1810614245818847, 0.18125130886857774, 0.18144132177293162, 0.18163144724518987, 0.1818216715932382, 0.18201198313617126, 0.18220237190839036, 0.18239282940720855, 0.18258334837704712, 0.18277392262629275, 0.18296454687080396, 0.1831552165999637, 0.18334592796292723, 0.18353667767130466, 0.18372746291707348, 0.18391828130082466, 0.1841091307724029, 0.18430000957914391, 0.18449091622175715, 0.18468184941784335, 0.1848728080693332, 0.1850637912353707, 0.18525479810917797, 0.18544582799857406, 0.18563688030884562, 0.1858279545284557, 0.18601905021681622, 0.18621016699365836, 0.18640130453056744, 0.18659246254295717, 0.18678364078368906, 0.18697483903761056, 0.18716605711657272, 0.18735729485633398, 0.18754855211200347, 0.1877398287553536, 0.18793112467313186, 0.1881224397641627, 0.1883137739372206, 0.1885051271110382, 0.18869649921101977]"
MacArthur_x_6,"[0.10144427, 0.10143021403736131, 0.10141614256867032, 0.1014020555188508, 0.10138795281314097, 0.10137383437701243, 0.10135970013614448, 0.10134555001631046, 0.10133138394338187, 0.10131720184325527, 0.10130300364182396, 0.10128878926495319, 0.10127455863844781, 0.10126031168802108, 0.10124604833930508, 0.10123176851777256, 0.10121747214881223, 0.10120315915760622, 0.10118882946922238, 0.10117448300852917, 0.10116011970022436, 0.10114573946882992, 0.1011313422386371, 0.1011169279337959, 0.10110249647817474, 0.1010880477955114, 0.10107358180925867, 0.10105909844269734, 0.10104459761887048, 0.1010300792605837, 0.10101554329045494, 0.10100098963080634, 0.10098641820381198, 0.10097182893132246, 0.10095722173502532, 0.10094259653632287, 0.10092795325639672, 0.1009132918161966, 0.10089861213638864, 0.10088391413746234, 0.10086919773957294, 0.10085446286272234, 0.10083970942657938, 0.10082493735061951, 0.1008101465540449, 0.10079533695579991, 0.10078050847459057, 0.10076621874825122, 0.10075338305614903, 0.10074180955115888, 0.10073131258631977, 0.10072173380465352, 0.10071293813111552, 0.10070481035295155, 0.10069725220100083, 0.10069017985935444, 0.10068352184081572, 0.10067721717497694, 0.1006712138611539, 0.10066546754957499, 0.10065994041708207, 0.10065460020518334, 0.10064941940389066, 0.10064437455113585, 0.1006394456380893, 0.10063461560120027, 0.10062986988890925, 0.10062519609116342, 0.10062058362499193, 0.10061602346582417, 0.10061150791750893, 0.10060703041700084, 0.10060258536725954, 0.10059816799629519, 0.10059377423395305, 0.10058940060997817, 0.10058504416512269, 0.10058070237537979, 0.10057637308932837, 0.10057205447220861, 0.10056774495934791, 0.10056344321642369, 0.10055914810600115, 0.10055485865810951, 0.10055057404569295, 0.10054629356360516, 0.10054201661034885, 0.10053774267353296, 0.10053347131608395, 0.10052920216528352, 0.1005249349033841, 0.10052066925904822, 0.10051640500202845, 0.10051214193533727, 0.10050787989062929, 0.10050361872529971, 0.10049935831750448, 0.10049509856250419, 0.10049083937267887, 0.10048658067187875]"
MacArthur_x_7,"[0.3148045, 0.3144569897090117, 0.3141097104061211, 0.31376266259688357, 0.31341584678927753, 0.3130692634933926, 0.31272291322201207, 0.3123767964894089, 0.3120309138127415, 0.31168526571045657, 0.3113398527036208, 0.31099467531490105, 0.3106497340689877, 0.3103050294926483, 0.3099605621141538, 0.30961633246422704, 0.3092723410747521, 0.308928588480154, 0.30858507521616985, 0.30824180182065286, 0.3078987688332121, 0.3075559767951377, 0.3072134262499006, 0.3068711177422352, 0.30652905181937323, 0.30618722902967527, 0.30584564992390684, 0.30550431505428965, 0.30516322497497234, 0.30482238024206587, 0.30448178141316234, 0.3041414290482376, 0.3038013237084242, 0.30346146595740237, 0.3031218563601374, 0.30278249548378966, 0.30244338389725994, 0.302104522171204, 0.3017659108784895, 0.30142755059331044, 0.30108944189243375, 0.30075158535378865, 0.3004139815578298, 0.3000766310865012, 0.2997395345237842, 0.2994026924556415, 0.2990661054698183, 0.2987304677400732, 0.29839689772376865, 0.29806512446239275, 0.29773488929931247, 0.29740597160380133, 0.2970781831869913, 0.2967513635374767, 0.2964253757547583, 0.2961001030794204, 0.2957754459329133, 0.295451319392857, 0.2951276510373428, 0.2948043791072428, 0.29448145093952544, 0.29415882162677276, 0.29383645287982413, 0.2935143120514611, 0.29319237130765624, 0.2928706069196617, 0.2925489986601494, 0.29222752928686674, 0.2919061841044122, 0.2915849505897573, 0.2912638180716996, 0.2909427774586297, 0.2906218210056163, 0.2903009421179314, 0.28998013517929755, 0.28965939540979474, 0.2893387187419458, 0.2890181017150969, 0.2886975413880737, 0.2883770352612178, 0.2880565812114577, 0.28773617743690955, 0.28741582241022484, 0.28709551483756807, 0.2867752536243892, 0.28645503784613674, 0.2861348667227972, 0.2858147395986175, 0.2854946559228786, 0.2851746152346101, 0.2848546171495036, 0.28453466134797595, 0.2842147475677501, 0.28389487559293625, 0.2835750452475914, 0.2832552563916738, 0.2829355089140974, 0.28261580272763304, 0.2822961377689291, 0.2819765139906325]"
MacArthur_x_8,"[0.21253581, 0.2124446071118251, 0.21235296983610943, 0.21226089751406566, 0.2121683894843901, 0.21207544508349668, 0.21198206364468838, 0.21188824449950147, 0.21179398697586566, 0.21169929040005908, 0.21160415409488167, 0.21150857738095227, 0.21141255957607658, 0.2113160999951086, 0.21121919795073352, 0.21112185275204065, 0.21102406370639815, 0.2109258301173589, 0.2108271512864893, 0.21072802651212028, 0.21062845508988726, 0.21052843631281845, 0.21042796947055553, 0.21032705385076175, 0.21022568873718678, 0.21012387341180427, 0.21002160715279108, 0.20991888923602725, 0.20981571893433212, 0.2097120955174196, 0.209608018252642, 0.20950348640356564, 0.2093984992319106, 0.20929305599533765, 0.20918715594946083, 0.2090807983463849, 0.20897398243544518, 0.20886670746316477, 0.20875897267254273, 0.20865077730445125, 0.20854212059565694, 0.20843300178106663, 0.20832342009154936, 0.2082133747556003, 0.20810286499844888, 0.20799189004216756, 0.20788044910597575, 0.20776889589241823, 0.20765784536877852, 0.2075472296298719, 0.20743697704792227, 0.20732702652125776, 0.20721732592865547, 0.20710783081055179, 0.2069985032434041, 0.20688931087922108, 0.2067802261261473, 0.20667122544959735, 0.20656228877552718, 0.20645339898173015, 0.20634454146414744, 0.20623570376579275, 0.20612687526190376, 0.206018046889671, 0.20590921091881476, 0.20580036075561184, 0.2056914907757261, 0.20558259618126454, 0.20547367287945928, 0.2053647173789958, 0.20525572670127096, 0.20514669830502566, 0.20503763002186237, 0.20492852000185025, 0.20481936666597442, 0.20471016866679628, 0.20460092485414638, 0.20449163424588218, 0.20438229600370547, 0.20427290941157675, 0.20416347385773814, 0.20405398881937484, 0.20394445384969814, 0.2038348685665872, 0.20372523264311204, 0.20361554579942454, 0.20350580779570854, 0.20339601842656543, 0.20328617751569042, 0.20317628491163994, 0.2030663404842083, 0.20295634412112196, 0.20284629572598575, 0.20273619521525885, 0.20262604251647148, 0.20251583756710503, 0.20240558031266842, 0.20229527070528566, 0.20218490870370318, 0.20207449427110588]"
MacArthur_x_9,"[0.22598604, 0.22612247092903065, 0.226258848706615, 0.22639517321473024, 0.22653144433561984, 0.22666766195172283, 0.22680382594564727, 0.2269399362000758, 0.22707599259776043, 0.22721199502146708, 0.22734794335394146, 0.2274838374778932, 0.227619677275964, 0.22775546263069898, 0.22789119342455977, 0.22802686953984733, 0.22816249085877874, 0.22829805726336655, 0.22843356863551073, 0.22856902485691588, 0.22870442580911915, 0.2288397713734864, 0.22897506143115817, 0.22911029586313747, 0.22924547455015282, 0.22938059737280556, 0.2295156642114194, 0.22965067494615019, 0.22978562945692227, 0.22992052762342802, 0.23005536932517684, 0.2301901544413888, 0.23032488285113936, 0.23045955443318727, 0.23059416906613128, 0.23072872662829075, 0.2308632269977678, 0.23099767005243704, 0.23113205566989362, 0.23126638372755892, 0.23140065410252442, 0.2315348666717301, 0.23166902131178685, 0.2318031178991137, 0.2319371563098593, 0.2320711364199161, 0.23220505810493988, 0.23233940910223158, 0.2324749891786755, 0.23261162915696876, 0.232749165478364, 0.23288745862864066, 0.23302638960638222, 0.23316585690978364, 0.2333057739649067, 0.23344606693140715, 0.23358667283060577, 0.23372753794903067, 0.23386861647534393, 0.23400986933839463, 0.2341512632166637, 0.2342927696907609, 0.23443436452437333, 0.23457602704705033, 0.23471773963029666, 0.23485948724007316, 0.2350012570550875, 0.2351430381404171, 0.2352848211705217, 0.23542659819255646, 0.23556836242378026, 0.23571010807950532, 0.23585183022590162, 0.23599352465583465, 0.23613518778033096, 0.23627681653878932, 0.23641840832068176, 0.23655996089881806, 0.2367014723741587, 0.23684294112655746, 0.23698436577374038, 0.23712574513630666, 0.23726707820825707, 0.23740836413107935, 0.23754960217212753, 0.2376907917061221, 0.23783193219906823, 0.23797302319544822, 0.23811406430607826, 0.23825505519845439, 0.2383959955884882, 0.2385368852329679, 0.23867772392487394, 0.23881851148648323, 0.2389592477653027, 0.23909993263151513, 0.23924056597359328, 0.23938114769508015, 0.23952167771460395, 0.23966215596090124]"
MackeyGlass_x_0,"[1.320873454557736, 1.3208869840810238, 1.3209005136043117, 1.3209140431275994, 1.3209275726508873, 1.3209411021741753, 1.320954631697463, 1.320968161220751, 1.3209816907440386, 1.3209952202673265, 1.3210087497906142, 1.3210222793139021, 1.3210358088371899, 1.3210493383604778, 1.3210628678837655, 1.3210763974070534, 1.3210899269303413, 1.321103456453629, 1.321116985976917, 1.3211305155002047, 1.3211440450234926, 1.3211575745467803, 1.3211711040700682, 1.321184633593356, 1.3211981631166438, 1.3212116926399315, 1.3212252221632195, 1.3212387516865072, 1.321252281209795, 1.3212658107330828, 1.3212793402563707, 1.3212928697796587, 1.3213063993029464, 1.3213199288262343, 1.321333458349522, 1.32134698787281, 1.3213605173960976, 1.3213740469193855, 1.3213875764426732, 1.3214011059659612, 1.3214146354892489, 1.3214281650125368, 1.3214416945358245, 1.3214552240591124, 1.3214687535824001, 1.321482283105688, 1.3214958126289758, 1.3215093421522637, 1.3215228716755516, 1.3215364011988393, 1.3215499307221272, 1.321563460245415, 1.3215769897687029, 1.3215905192919906, 1.3216040488152785, 1.3216175783385662, 1.3216311078618541, 1.3216446373851418, 1.3216581669084297, 1.3216716964317177, 1.3216852259550054, 1.3216987554782933, 1.321712285001581, 1.321725814524869, 1.3217393440481566, 1.3217528735714446, 1.3217664030947323, 1.3217799326180202, 1.3217934621413079, 1.3218069916645958, 1.3218205211878835, 1.3218340507111714, 1.3218475802344594, 1.321861109757747, 1.321874639281035, 1.3218881688043227, 1.3219016983276106, 1.3219152278508983, 1.3219287573741862, 1.321942286897474, 1.3219558164207619, 1.3219693459440496, 1.3219828754673375, 1.3219964049906252, 1.3220099345139131, 1.322023464037201, 1.3220369935604888, 1.3220505230837767, 1.3220640526070644, 1.3220775821303523, 1.32209111165364, 1.322104641176928, 1.3221181707002156, 1.3221317002235036, 1.3221452297467913, 1.3221587592700792, 1.322172288793367, 1.3221858183166548, 1.3221993478399425, 1.3222128773632305]"
MackeyGlass_x_1,"[1.2980962509111358, 1.2981129111067815, 1.2981295713024272, 1.2981462314980727, 1.2981628916937185, 1.2981795518893642, 1.29819621208501, 1.2982128722806554, 1.2982295324763011, 1.2982461926719469, 1.2982628528675926, 1.298279513063238, 1.2982961732588838, 1.2983128334545295, 1.298329493650175, 1.2983461538458207, 1.2983628140414665, 1.2983794742371122, 1.2983961344327577, 1.2984127946284034, 1.2984294548240491, 1.2984461150196949, 1.2984627752153406, 1.298479435410986, 1.2984960956066318, 1.2985127558022775, 1.298529415997923, 1.2985460761935688, 1.2985627363892145, 1.2985793965848602, 1.2985960567805057, 1.2986127169761514, 1.2986293771717972, 1.2986460373674427, 1.2986626975630884, 1.298679357758734, 1.2986960179543798, 1.2987126781500253, 1.298729338345671, 1.2987459985413168, 1.2987626587369625, 1.298779318932608, 1.2987959791282537, 1.2988126393238995, 1.2988292995195452, 1.2988459597151907, 1.2988626199108364, 1.2988792801064821, 1.2988959403021278, 1.2989126004977734, 1.298929260693419, 1.2989459208890648, 1.2989625810847103, 1.298979241280356, 1.2989959014760017, 1.2990125616716475, 1.299029221867293, 1.2990458820629387, 1.2990625422585844, 1.2990792024542301, 1.2990958626498756, 1.2991125228455214, 1.299129183041167, 1.2991458432368128, 1.2991625034324583, 1.299179163628104, 1.2991958238237498, 1.2992124840193955, 1.299229144215041, 1.2992458044106867, 1.2992624646063324, 1.299279124801978, 1.2992957849976237, 1.2993124451932694, 1.299329105388915, 1.2993457655845606, 1.2993624257802063, 1.299379085975852, 1.2993957461714978, 1.2994124063671433, 1.299429066562789, 1.2994457267584347, 1.2994623869540802, 1.299479047149726, 1.2994957073453717, 1.2995123675410174, 1.299529027736663, 1.2995456879323086, 1.2995623481279543, 1.2995787832277053, 1.2995952183274564, 1.2996116534272073, 1.2996280885269582, 1.2996445236267093, 1.2996609587264603, 1.2996773938262112, 1.2996938289259623, 1.2997102640257132, 1.2997266991254641, 1.2997431342252153]"
