ABUNDANCE,BIOMAS,GENUS_SPECIES,SAMPLE_DESC,PLOT,LATITUDE,LONGITUDE,DAY,MONTH,YEAR
0.59,1.61,"Diacyclops thomasi",10_5_1993_43.21028_-75.92278,,43.210280,-75.922780,10,5,1993
0.59,0.93,"Diacyclops thomasi",30_6_1980_43.18083_-75.92639,,43.180830,-75.926390,30,6,1980
0.59,3.45,"Diacyclops thomasi",19_7_1999_43.18611_-75.77083,,43.186110,-75.770830,19,7,1999
0.59,4.21,"Diacyclops thomasi",16_2_1982_43.21028_-75.92278,,43.210280,-75.922780,16,2,1982
0.59,1.48,"Diacyclops thomasi",16_7_2001_43.18611_-75.77083,,43.186110,-75.770830,16,7,2001
0.59,2.2,"Diacyclops thomasi",7_6_1993_43.19472_-75.85361,,43.194720,-75.853610,7,6,1993
0.59,0.73,"Diacyclops thomasi",22_10_2003_43.17833_-75.9475,,43.178330,-75.947500,22,10,2003
0.59,5.33,"Diaphanosoma sp",17_10_1988_43.19472_-75.85361,,43.194720,-75.853610,17,10,1988
0.59,3.86,"Diaphanosoma sp",3_9_1985_43.21028_-75.92278,,43.210280,-75.922780,3,9,1985
0.59,5.25,"Diaphanosoma sp",10_9_1990_43.18611_-75.77083,,43.186110,-75.770830,10,9,1990
0.59,10.01,"Diaphanosoma sp",3_11_1986_43.19472_-75.85361,,43.194720,-75.853610,3,11,1986
0.59,0.01,"Diaphanosoma sp",16_9_2003_43.17833_-75.9475,,43.178330,-75.947500,16,9,2003
0.59,6.62,"Diaphanosoma sp",27_10_1998_43.22111_-76.04444,,43.221110,-76.044440,27,10,1998
0.59,0.26,"Diaptomus minutus",21_6_1993_43.21028_-75.92278,,43.210280,-75.922780,21,6,1993
0.59,1.18,"Diaptomus minutus",2_6_1993_43.18611_-75.77083,,43.186110,-75.770830,2,6,1993
0.59,1,"Diaptomus minutus",8_5_2001_43.18083_-75.92639,,43.180830,-75.926390,8,5,2001
0.59,12.6,"Skistodiaptomus oregonensis",3_9_1996_43.21028_-75.92278,,43.210280,-75.922780,3,9,1996
0.59,5.83,"Skistodiaptomus oregonensis",20_10_1992_43.19472_-75.85361,,43.194720,-75.853610,20,10,1992
0.59,16.04,"Skistodiaptomus oregonensis",6_10_1997_43.19472_-75.85361,,43.194720,-75.853610,6,10,1997
0.59,1.23,"Skistodiaptomus oregonensis",13_10_1987_43.22111_-76.04444,,43.221110,-76.044440,13,10,1987
0.59,0.02,"Skistodiaptomus oregonensis",6_10_1980_43.22111_-76.04444,,43.221110,-76.044440,6,10,1980
0.59,6.63,"Skistodiaptomus oregonensis",1_5_1990_43.21028_-75.92278,,43.210280,-75.922780,1,5,1990
0.59,2.32,"Skistodiaptomus oregonensis",10_4_1987_43.18083_-75.92639,,43.180830,-75.926390,10,4,1987
0.59,1.32,"Skistodiaptomus oregonensis",18_5_1987_43.18083_-75.92639,,43.180830,-75.926390,18,5,1987
0.59,22.14,"Skistodiaptomus oregonensis",22_5_1996_43.18611_-75.77083,,43.186110,-75.770830,22,5,1996
0.59,10.35,"Skistodiaptomus oregonensis",9_8_1992_43.18083_-75.92639,,43.180830,-75.926390,9,8,1992
0.59,34.89,"Epischura lacustris",18_10_2004_43.18083_-75.92639,,43.180830,-75.926390,18,10,2004
0.59,19.52,"Epischura lacustris",7_7_1986_43.22111_-76.04444,,43.221110,-76.044440,7,7,1986
0.59,22.87,"Epischura lacustris",1_7_1991_43.18083_-75.92639,,43.180830,-75.926390,1,7,1991
0.59,24.23,"Epischura lacustris",17_6_1991_43.19472_-75.85361,,43.194720,-75.853610,17,6,1991
0.59,12.19,"Epischura lacustris",10_7_2006_43.19472_-75.85361,,43.194720,-75.853610,10,7,2006
0.59,23.95,"Epischura lacustris",1_7_1986_43.19472_-75.85361,,43.194720,-75.853610,1,7,1986
0.59,34.71,"Epischura lacustris",19_7_1999_43.18611_-75.77083,,43.186110,-75.770830,19,7,1999
0.59,0.73,"Epischura lacustris",16_9_2003_43.17833_-75.9475,,43.178330,-75.947500,16,9,2003
0.59,16.42,"Epischura lacustris",20_6_2006_43.21028_-75.92278,,43.210280,-75.922780,20,6,2006
0.59,62.96,"Epischura lacustris",5_10_1992_43.18611_-75.77083,,43.186110,-75.770830,5,10,1992
0.59,26.73,"Epischura lacustris",22_7_1997_43.22111_-76.04444,,43.221110,-76.044440,22,7,1997
0.59,11.45,"Epischura lacustris",22_8_1990_43.21028_-75.92278,,43.210280,-75.922780,22,8,1990
0.59,3.32,"Epischura lacustris",14_8_1989_43.18083_-75.92639,,43.180830,-75.926390,14,8,1989
0.59,26.33,"Epischura lacustris",6_8_2003_43.21028_-75.92278,,43.210280,-75.922780,6,8,2003
0.59,9.37,"Epischura lacustris",4_8_1989_43.18083_-75.92639,,43.180830,-75.926390,4,8,1989
0.59,32.54,"Epischura lacustris",1_6_2004_43.17833_-75.9475,,43.178330,-75.947500,1,6,2004
0.59,0.24,"Eubosmina coregoni",11_9_1989_43.21028_-75.92278,,43.210280,-75.922780,11,9,1989
0.59,2.44,"Eubosmina coregoni",1_7_1991_43.18083_-75.92639,,43.180830,-75.926390,1,7,1991
0.59,1.85,"Eubosmina coregoni",3_9_1985_43.18083_-75.92639,,43.180830,-75.926390,3,9,1985
0.59,2.6,"Eubosmina coregoni",9_5_2005_43.22111_-76.04444,,43.221110,-76.044440,9,5,2005
0.59,0.74,"Eubosmina coregoni",10_9_1990_43.18611_-75.77083,,43.186110,-75.770830,10,9,1990
0.59,0.58,"Eubosmina coregoni",28_9_2005_43.22111_-76.04444,,43.221110,-76.044440,28,9,2005
0.59,1.43,"Eubosmina coregoni",6_8_2003_43.21028_-75.92278,,43.210280,-75.922780,6,8,2003
0.59,8.47,"Mesocyclops edax",29_6_1987_43.21028_-75.92278,,43.210280,-75.922780,29,6,1987
0.59,5.56,"Mesocyclops edax",11_6_1985_43.18611_-75.77083,,43.186110,-75.770830,11,6,1985
0.59,2.2,"Mesocyclops edax",14_4_1998_43.19472_-75.85361,,43.194720,-75.853610,14,4,1998
0.59,3,"Mesocyclops edax",2_8_2004_43.18083_-75.92639,,43.180830,-75.926390,2,8,2004
0.59,11.63,"Mesocyclops edax",28_5_1996_43.19472_-75.85361,,43.194720,-75.853610,28,5,1996
0.59,2.4,"Mesocyclops edax",20_10_1997_43.22111_-76.04444,,43.221110,-76.044440,20,10,1997
0.59,5.86,"Mesocyclops edax",12_5_1983_43.18083_-75.92639,,43.180830,-75.926390,12,5,1983
0.59,1.87,"Mesocyclops edax",31_5_1989_43.21028_-75.92278,,43.210280,-75.922780,31,5,1989
0.59,2.73,"Mesocyclops edax",17_10_1988_43.19472_-75.85361,,43.194720,-75.853610,17,10,1988
0.59,8.82,"Mesocyclops edax",26_5_1982_43.18611_-75.77083,,43.186110,-75.770830,26,5,1982
0.59,2.64,"Mesocyclops edax",12_10_1998_43.21028_-75.92278,,43.210280,-75.922780,12,10,1998
0.59,16.06,"Mesocyclops edax",9_6_1992_43.22111_-76.04444,,43.221110,-76.044440,9,6,1992
0.59,6.6,"Sida crystallina",11_10_1982_43.18611_-75.77083,,43.186110,-75.770830,11,10,1982
0.59,0.47,"Calanoid copepodid",27_10_2006_43.18083_-75.92639,,43.180830,-75.926390,27,10,2006
0.59,0.01,"Calanoid copepodid",28_9_2005_43.22111_-76.04444,,43.221110,-76.044440,28,9,2005
0.59,0.23,"Cyclopoid copepodids",6_11_2000_43.18083_-75.92639,,43.180830,-75.926390,6,11,2000
0.59,8.87,"Diaptomus sicilis",28_10_2002_43.17833_-75.9475,,43.178330,-75.947500,28,10,2002
0.6,1.26,"Acanthocyclops vernalis",20_5_2002_43.19472_-75.85361,,43.194720,-75.853610,20,5,2002
0.6,1.87,"Acanthocyclops vernalis",5_7_1994_43.21028_-75.92278,,43.210280,-75.922780,5,7,1994
0.6,1.46,"Acanthocyclops vernalis",29_8_2005_43.18611_-75.77083,,43.186110,-75.770830,29,8,2005
0.6,0.47,"Bosmina longirostris",23_6_2003_43.18611_-75.77083,,43.186110,-75.770830,23,6,2003
0.6,0.92,"Bosmina longirostris",28_5_1996_43.18083_-75.92639,,43.180830,-75.926390,28,5,1996
0.6,0.59,"Bosmina longirostris",17_5_1983_43.19472_-75.85361,,43.194720,-75.853610,17,5,1983
0.6,0.41,"Bosmina longirostris",2_8_2000_43.22111_-76.04444,,43.221110,-76.044440,2,8,2000
0.6,0.58,"Bosmina longirostris",17_5_1984_43.22111_-76.04444,,43.221110,-76.044440,17,5,1984
0.6,0.99,"Bosmina longirostris",29_4_1991_43.19472_-75.85361,,43.194720,-75.853610,29,4,1991
0.6,0.99,"Camptocercus sp",6_10_1994_43.21028_-75.92278,,43.210280,-75.922780,6,10,1994
0.6,1.08,"Ceriodaphnia quadrangula",5_8_1987_43.19472_-75.85361,,43.194720,-75.853610,5,8,1987
0.6,2.59,"Ceriodaphnia quadrangula",26_6_2000_43.18083_-75.92639,,43.180830,-75.926390,26,6,2000
0.6,2.49,"Ceriodaphnia quadrangula",22_9_1997_43.22111_-76.04444,,43.221110,-76.044440,22,9,1997
0.6,0.24,"Chydorus sphaericus",19_6_1989_43.22111_-76.04444,,43.221110,-76.044440,19,6,1989
0.6,0.45,"Chydorus sphaericus",15_4_1980_43.18083_-75.92639,,43.180830,-75.926390,15,4,1980
0.6,1.14,"Chydorus sphaericus",3_11_2003_43.18083_-75.92639,,43.180830,-75.926390,3,11,2003
0.6,6.38,"Daphnia mendotae",16_7_1984_43.22111_-76.04444,,43.221110,-76.044440,16,7,1984
0.6,9.18,"Daphnia mendotae",17_10_1979_43.18611_-75.77083,,43.186110,-75.770830,17,10,1979
0.6,11.3,"Daphnia mendotae",12_8_1997_43.22111_-76.04444,,43.221110,-76.044440,12,8,1997
0.6,7.74,"Daphnia mendotae",18_6_1984_43.21028_-75.92278,,43.210280,-75.922780,18,6,1984
0.6,4.98,"Daphnia mendotae",29_4_1997_43.18083_-75.92639,,43.180830,-75.926390,29,4,1997
0.6,7.06,"Daphnia mendotae",12_8_1985_43.21028_-75.92278,,43.210280,-75.922780,12,8,1985
0.6,4.71,"Daphnia mendotae",19_6_1989_43.22111_-76.04444,,43.221110,-76.044440,19,6,1989
0.6,12.05,"Daphnia mendotae",8_9_1992_43.18083_-75.92639,,43.180830,-75.926390,8,9,1992
0.6,9.7,"Daphnia pulicaria",20_2_1979_43.21028_-75.92278,,43.210280,-75.922780,20,2,1979
0.6,4.49,"Daphnia retrocurva",24_6_1985_43.18611_-75.77083,,43.186110,-75.770830,24,6,1985
0.6,1.42,"Daphnia retrocurva",29_8_2005_43.18611_-75.77083,,43.186110,-75.770830,29,8,2005
0.6,7.82,"Daphnia retrocurva",22_10_1984_43.18083_-75.92639,,43.180830,-75.926390,22,10,1984
0.6,2.65,"Daphnia retrocurva",3_9_1985_43.19472_-75.85361,,43.194720,-75.853610,3,9,1985
0.6,1.43,"Daphnia retrocurva",30_9_1991_43.18611_-75.77083,,43.186110,-75.770830,30,9,1991
0.6,5.5,"Daphnia retrocurva",2_10_1984_43.18611_-75.77083,,43.186110,-75.770830,2,10,1984
0.6,1.36,"Diacyclops thomasi",18_7_1983_43.19472_-75.85361,,43.194720,-75.853610,18,7,1983
0.6,1.04,"Diacyclops thomasi",22_9_1997_43.22111_-76.04444,,43.221110,-76.044440,22,9,1997
0.6,3.75,"Diacyclops thomasi",24_1_1977_43.18083_-75.92639,,43.180830,-75.926390,24,1,1977
0.6,1.04,"Diacyclops thomasi",19_10_1987_43.22111_-76.04444,,43.221110,-76.044440,19,10,1987
0.6,0.82,"Diacyclops thomasi",21_7_2003_43.22111_-76.04444,,43.221110,-76.044440,21,7,2003
0.6,0.92,"Diacyclops thomasi",21_6_1993_43.18611_-75.77083,,43.186110,-75.770830,21,6,1993
0.6,1.15,"Diacyclops thomasi",3_8_1998_43.18083_-75.92639,,43.180830,-75.926390,3,8,1998
0.6,0.62,"Diacyclops thomasi",14_7_2003_43.17833_-75.9475,,43.178330,-75.947500,14,7,2003
0.6,1.65,"Diacyclops thomasi",20_6_1994_43.22111_-76.04444,,43.221110,-76.044440,20,6,1994
0.6,0.94,"Diacyclops thomasi",4_11_2002_43.22111_-76.04444,,43.221110,-76.044440,4,11,2002
0.6,1.84,"Diacyclops thomasi",9_8_1993_43.18083_-75.92639,,43.180830,-75.926390,9,8,1993
0.6,1.33,"Diaphanosoma sp",15_9_1980_43.22111_-76.04444,,43.221110,-76.044440,15,9,1980
0.6,11,"Diaphanosoma sp",23_10_1985_43.18083_-75.92639,,43.180830,-75.926390,23,10,1985
0.6,4.24,"Diaphanosoma sp",12_8_1997_43.22111_-76.04444,,43.221110,-76.044440,12,8,1997
0.6,8.07,"Diaptomus minutus",21_4_1980_43.18083_-75.92639,,43.180830,-75.926390,21,4,1980
0.6,3.38,"Diaptomus minutus",8_6_1988_43.18611_-75.77083,,43.186110,-75.770830,8,6,1988
0.6,1.73,"Skistodiaptomus oregonensis",16_6_1999_43.22111_-76.04444,,43.221110,-76.044440,16,6,1999
0.6,1.73,"Skistodiaptomus oregonensis",1_6_1999_43.21028_-75.92278,,43.210280,-75.922780,1,6,1999
0.6,14.81,"Skistodiaptomus oregonensis",1_5_1990_43.18083_-75.92639,,43.180830,-75.926390,1,5,1990
0.6,4.96,"Skistodiaptomus oregonensis",12_5_1986_43.21028_-75.92278,,43.210280,-75.922780,12,5,1986
0.6,6.31,"Skistodiaptomus oregonensis",8_5_1989_43.18083_-75.92639,,43.180830,-75.926390,8,5,1989
0.6,2.72,"Skistodiaptomus oregonensis",20_5_1991_43.18083_-75.92639,,43.180830,-75.926390,20,5,1991
0.6,9.68,"Skistodiaptomus oregonensis",18_9_1989_43.21028_-75.92278,,43.210280,-75.922780,18,9,1989
0.6,4.45,"Skistodiaptomus oregonensis",11_7_1983_43.18083_-75.92639,,43.180830,-75.926390,11,7,1983
0.6,15.21,"Epischura lacustris",9_7_1984_43.18083_-75.92639,,43.180830,-75.926390,9,7,1984
0.6,15.99,"Epischura lacustris",9_7_1984_43.21028_-75.92278,,43.210280,-75.922780,9,7,1984
0.6,38.59,"Epischura lacustris",20_7_1992_43.19472_-75.85361,,43.194720,-75.853610,20,7,1992
0.6,23.38,"Epischura lacustris",20_5_1991_43.18083_-75.92639,,43.180830,-75.926390,20,5,1991
0.6,1.06,"Epischura lacustris",21_7_2003_43.22111_-76.04444,,43.221110,-76.044440,21,7,2003
0.6,19.04,"Epischura lacustris",3_6_1985_43.21028_-75.92278,,43.210280,-75.922780,3,6,1985
0.6,15.58,"Epischura lacustris",24_5_1976_43.18083_-75.92639,,43.180830,-75.926390,24,5,1976
0.6,20.83,"Epischura lacustris",24_6_1991_43.19472_-75.85361,,43.194720,-75.853610,24,6,1991
0.6,23.07,"Epischura lacustris",30_7_1984_43.19472_-75.85361,,43.194720,-75.853610,30,7,1984
0.6,24.46,"Epischura lacustris",22_9_1997_43.22111_-76.04444,,43.221110,-76.044440,22,9,1997
0.6,0.71,"Eubosmina coregoni",11_10_1999_43.22111_-76.04444,,43.221110,-76.044440,11,10,1999
0.6,3.17,"Eubosmina coregoni",9_6_1992_43.19472_-75.85361,,43.194720,-75.853610,9,6,1992
0.6,0.96,"Eubosmina coregoni",2_10_1984_43.18611_-75.77083,,43.186110,-75.770830,2,10,1984
0.6,1.98,"Eubosmina coregoni",20_5_1991_43.18083_-75.92639,,43.180830,-75.926390,20,5,1991
0.6,6,"Mesocyclops edax",11_10_1999_43.22111_-76.04444,,43.221110,-76.044440,11,10,1999
0.6,6.14,"Mesocyclops edax",19_9_1995_43.18083_-75.92639,,43.180830,-75.926390,19,9,1995
0.6,5.45,"Mesocyclops edax",19_7_1976_43.22111_-76.04444,,43.221110,-76.044440,19,7,1976
0.6,3.21,"Mesocyclops edax",7_10_1986_43.22111_-76.04444,,43.221110,-76.044440,7,10,1986
0.6,4.09,"Mesocyclops edax",19_8_1976_43.22111_-76.04444,,43.221110,-76.044440,19,8,1976
0.6,6.3,"Mesocyclops edax",14_7_1976_43.18083_-75.92639,,43.180830,-75.926390,14,7,1976
0.6,0.87,"Mesocyclops edax",19_7_2004_43.17833_-75.9475,,43.178330,-75.947500,19,7,2004
0.6,2.59,"Mesocyclops edax",19_10_1987_43.22111_-76.04444,,43.221110,-76.044440,19,10,1987
0.6,5.47,"Mesocyclops edax",20_5_2002_43.19472_-75.85361,,43.194720,-75.853610,20,5,2002
0.6,7.31,"Mesocyclops edax",28_5_1996_43.18083_-75.92639,,43.180830,-75.926390,28,5,1996
0.6,2.77,"Mesocyclops edax",10_8_1981_43.22111_-76.04444,,43.221110,-76.044440,10,8,1981
0.6,9.8,"Mesocyclops edax",2_7_1979_43.18083_-75.92639,,43.180830,-75.926390,2,7,1979
0.6,4.96,"Mesocyclops edax",9_10_1991_43.19472_-75.85361,,43.194720,-75.853610,9,10,1991
0.6,3.73,"Mesocyclops edax",26_6_2000_43.18083_-75.92639,,43.180830,-75.926390,26,6,2000
0.6,5.16,"Mesocyclops edax",26_6_1995_43.18611_-75.77083,,43.186110,-75.770830,26,6,1995
0.6,7.42,"Mesocyclops edax",17_10_1996_43.18083_-75.92639,,43.180830,-75.926390,17,10,1996
0.6,6.72,"Mesocyclops edax",12_8_1996_43.21028_-75.92278,,43.210280,-75.922780,12,8,1996
0.6,11.57,"Mesocyclops edax",30_9_1986_43.22111_-76.04444,,43.221110,-76.044440,30,9,1986
0.6,1.13,"Mesocyclops edax",4_11_2002_43.22111_-76.04444,,43.221110,-76.044440,4,11,2002
0.6,0.49,"Cyclopoid copepodids",12_6_2001_43.18083_-75.92639,,43.180830,-75.926390,12,6,2001
0.6,0.56,"Cyclopoid copepod",10_6_2003_43.18083_-75.92639,,43.180830,-75.926390,10,6,2003
0.61,1.99,"Acanthocyclops vernalis",19_9_2005_43.18083_-75.92639,,43.180830,-75.926390,19,9,2005
0.61,1.61,"Acanthocyclops vernalis",23_10_1995_43.18611_-75.77083,,43.186110,-75.770830,23,10,1995
0.61,0.48,"Bosmina longirostris",30_8_1999_43.18083_-75.92639,,43.180830,-75.926390,30,8,1999
0.61,0.77,"Bosmina longirostris",15_7_1985_43.19472_-75.85361,,43.194720,-75.853610,15,7,1985
0.61,0.65,"Bosmina longirostris",9_7_1996_43.19472_-75.85361,,43.194720,-75.853610,9,7,1996
0.61,0.75,"Bosmina longirostris",10_1_1986_43.21028_-75.92278,,43.210280,-75.922780,10,1,1986
0.61,1.67,"Bosmina longirostris",17_5_1994_43.18611_-75.77083,,43.186110,-75.770830,17,5,1994
0.61,0.7,"Bosmina longirostris",6_9_1983_43.18083_-75.92639,,43.180830,-75.926390,6,9,1983
0.61,0.59,"Bosmina longirostris",11_10_1999_43.21028_-75.92278,,43.210280,-75.922780,11,10,1999
0.61,1.12,"Bosmina longirostris",15_1_1990_43.18083_-75.92639,,43.180830,-75.926390,15,1,1990
0.61,0.15,"Bosmina longirostris",26_8_1987_43.21028_-75.92278,,43.210280,-75.922780,26,8,1987
0.61,1.11,"Camptocercus sp",17_10_1994_43.21028_-75.92278,,43.210280,-75.922780,17,10,1994
0.61,1.52,"Ceriodaphnia quadrangula",9_7_1996_43.18611_-75.77083,,43.186110,-75.770830,9,7,1996
0.61,1.81,"Ceriodaphnia quadrangula",29_9_1997_43.22111_-76.04444,,43.221110,-76.044440,29,9,1997
0.61,0.55,"Ceriodaphnia quadrangula",10_10_2002_43.17833_-75.9475,,43.178330,-75.947500,10,10,2002
0.61,0.48,"Chydorus sphaericus",20_6_1988_43.19472_-75.85361,,43.194720,-75.853610,20,6,1988
0.61,0.36,"Chydorus sphaericus",6_7_1987_43.18083_-75.92639,,43.180830,-75.926390,6,7,1987
0.61,0.72,"Chydorus sphaericus",27_10_1998_43.21028_-75.92278,,43.210280,-75.922780,27,10,1998
0.61,0.42,"Chydorus sphaericus",5_8_1985_43.21028_-75.92278,,43.210280,-75.922780,5,8,1985
0.61,0.42,"Chydorus sphaericus",13_10_1987_43.18611_-75.77083,,43.186110,-75.770830,13,10,1987
0.61,3.64,"Daphnia mendotae",12_10_1998_43.18083_-75.92639,,43.180830,-75.926390,12,10,1998
0.61,5.15,"Daphnia mendotae",18_10_1995_43.19472_-75.85361,,43.194720,-75.853610,18,10,1995
0.61,7.77,"Daphnia mendotae",25_7_1983_43.18083_-75.92639,,43.180830,-75.926390,25,7,1983
0.61,10.02,"Daphnia mendotae",8_9_1986_43.18611_-75.77083,,43.186110,-75.770830,8,9,1986
0.61,4.15,"Daphnia mendotae",19_9_2005_43.18083_-75.92639,,43.180830,-75.926390,19,9,2005
0.61,6.76,"Daphnia mendotae",20_8_1985_43.21028_-75.92278,,43.210280,-75.922780,20,8,1985
0.61,252,"Daphnia pulicaria",20_8_1979_43.18611_-75.77083,,43.186110,-75.770830,20,8,1979
0.61,9.27,"Daphnia pulicaria",31_5_1988_43.21028_-75.92278,,43.210280,-75.922780,31,5,1988
0.61,6.86,"Daphnia pulicaria",18_10_1995_43.22111_-76.04444,,43.221110,-76.044440,18,10,1995
0.61,10.52,"Daphnia pulicaria",16_5_2005_43.17833_-75.9475,,43.178330,-75.947500,16,5,2005
0.61,28.45,"Daphnia pulicaria",16_6_2003_43.18083_-75.92639,,43.180830,-75.926390,16,6,2003
0.61,11.14,"Daphnia pulicaria",27_8_1997_43.18083_-75.92639,,43.180830,-75.926390,27,8,1997
0.61,3.62,"Daphnia retrocurva",11_10_1982_43.21028_-75.92278,,43.210280,-75.922780,11,10,1982
0.61,1.77,"Daphnia retrocurva",13_5_1985_43.21028_-75.92278,,43.210280,-75.922780,13,5,1985
0.61,3.61,"Daphnia retrocurva",30_9_1985_43.18083_-75.92639,,43.180830,-75.926390,30,9,1985
0.61,1.51,"Daphnia retrocurva",11_9_1989_43.19472_-75.85361,,43.194720,-75.853610,11,9,1989
0.61,11.07,"Daphnia retrocurva",5_8_1985_43.21028_-75.92278,,43.210280,-75.922780,5,8,1985
0.61,1.45,"Diacyclops thomasi",7_6_2004_43.21028_-75.92278,,43.210280,-75.922780,7,6,2004
0.61,2.39,"Diacyclops thomasi",15_10_1975_43.18083_-75.92639,,43.180830,-75.926390,15,10,1975
0.61,3.5,"Diacyclops thomasi",10_1_1986_43.21028_-75.92278,,43.210280,-75.922780,10,1,1986
0.61,0.79,"Diaphanosoma sp",10_10_2002_43.17833_-75.9475,,43.178330,-75.947500,10,10,2002
0.61,6.3,"Diaphanosoma sp",8_11_2005_43.22111_-76.04444,,43.221110,-76.044440,8,11,2005
0.61,8.61,"Diaphanosoma sp",26_7_1995_43.18083_-75.92639,,43.180830,-75.926390,26,7,1995
0.61,4.02,"Diaphanosoma sp",2_11_2001_43.18083_-75.92639,,43.180830,-75.926390,2,11,2001
0.61,2.36,"Diaphanosoma sp",30_8_1999_43.18083_-75.92639,,43.180830,-75.926390,30,8,1999
0.61,2.12,"Diaphanosoma sp",20_8_1985_43.21028_-75.92278,,43.210280,-75.922780,20,8,1985
0.61,1.75,"Diaptomus minutus",16_6_2003_43.18083_-75.92639,,43.180830,-75.926390,16,6,2003
0.61,1.24,"Diaptomus minutus",10_10_2002_43.17833_-75.9475,,43.178330,-75.947500,10,10,2002
0.61,0.51,"Diaptomus minutus",12_10_1998_43.18083_-75.92639,,43.180830,-75.926390,12,10,1998
0.61,0.32,"Diaptomus minutus",14_5_1996_43.18611_-75.77083,,43.186110,-75.770830,14,5,1996
0.61,1.92,"Diaptomus minutus",28_5_2002_43.18083_-75.92639,,43.180830,-75.926390,28,5,2002
0.61,0.1,"Diaptomus minutus",26_5_1998_43.18083_-75.92639,,43.180830,-75.926390,26,5,1998
0.61,0.03,"Diaptomus minutus",5_10_1987_43.22111_-76.04444,,43.221110,-76.044440,5,10,1987
0.61,6.41,"Skistodiaptomus oregonensis",6_10_1997_43.18083_-75.92639,,43.180830,-75.926390,6,10,1997
0.61,1.49,"Skistodiaptomus oregonensis",14_8_2000_43.22111_-76.04444,,43.221110,-76.044440,14,8,2000
0.61,3.09,"Skistodiaptomus oregonensis",3_3_1986_43.21028_-75.92278,,43.210280,-75.922780,3,3,1986
0.61,3.53,"Skistodiaptomus oregonensis",28_10_2003_43.21028_-75.92278,,43.210280,-75.922780,28,10,2003
0.61,15.56,"Skistodiaptomus oregonensis",16_6_2003_43.18083_-75.92639,,43.180830,-75.926390,16,6,2003
0.61,6.23,"Skistodiaptomus oregonensis",8_11_1994_43.21028_-75.92278,,43.210280,-75.922780,8,11,1994
0.61,4.78,"Skistodiaptomus oregonensis",18_7_1988_43.18083_-75.92639,,43.180830,-75.926390,18,7,1988
0.61,3.06,"Skistodiaptomus oregonensis",17_5_1983_43.18083_-75.92639,,43.180830,-75.926390,17,5,1983
0.61,8.81,"Skistodiaptomus oregonensis",4_5_1987_43.18083_-75.92639,,43.180830,-75.926390,4,5,1987
0.61,4.81,"Skistodiaptomus oregonensis",10_6_1996_43.21028_-75.92278,,43.210280,-75.922780,10,6,1996
0.61,18.21,"Epischura lacustris",22_6_1998_43.18611_-75.77083,,43.186110,-75.770830,22,6,1998
0.61,19.15,"Epischura lacustris",4_5_1987_43.18083_-75.92639,,43.180830,-75.926390,4,5,1987
0.61,2.54,"Epischura lacustris",11_9_1989_43.19472_-75.85361,,43.194720,-75.853610,11,9,1989
0.61,26.93,"Epischura lacustris",7_6_2004_43.18611_-75.77083,,43.186110,-75.770830,7,6,2004
0.61,25.23,"Epischura lacustris",19_9_2005_43.18083_-75.92639,,43.180830,-75.926390,19,9,2005
0.61,1.88,"Epischura lacustris",9_5_2001_43.22111_-76.04444,,43.221110,-76.044440,9,5,2001
0.61,8.32,"Epischura lacustris",30_9_1985_43.18083_-75.92639,,43.180830,-75.926390,30,9,1985
0.61,1.47,"Eubosmina coregoni",16_5_2005_43.17833_-75.9475,,43.178330,-75.947500,16,5,2005
0.61,1.92,"Eubosmina coregoni",10_10_2002_43.17833_-75.9475,,43.178330,-75.947500,10,10,2002
0.61,7.01,"Mesocyclops edax",22_6_1998_43.18611_-75.77083,,43.186110,-75.770830,22,6,1998
0.61,2.9,"Mesocyclops edax",9_9_1991_43.21028_-75.92278,,43.210280,-75.922780,9,9,1991
0.61,6.28,"Mesocyclops edax",4_5_1987_43.18083_-75.92639,,43.180830,-75.926390,4,5,1987
0.61,3.43,"Mesocyclops edax",12_10_1998_43.18083_-75.92639,,43.180830,-75.926390,12,10,1998
0.61,2.9,"Mesocyclops edax",21_4_1998_43.22111_-76.04444,,43.221110,-76.044440,21,4,1998
0.61,1.65,"Mesocyclops edax",26_7_1995_43.18083_-75.92639,,43.180830,-75.926390,26,7,1995
0.61,2.87,"Mesocyclops edax",30_10_1991_43.18611_-75.77083,,43.186110,-75.770830,30,10,1991
0.61,8.41,"Sida crystallina",25_10_1982_43.18083_-75.92639,,43.180830,-75.926390,25,10,1982
0.61,0.29,"Calanoid copepodid",14_7_2004_43.18083_-75.92639,,43.180830,-75.926390,14,7,2004
0.61,1.01,"Calanoid copepodid",2_11_2001_43.18083_-75.92639,,43.180830,-75.926390,2,11,2001
0.61,1.27,"Cyclopoid copepodids",20_5_2002_43.18611_-75.77083,,43.186110,-75.770830,20,5,2002
0.61,0.34,"Cyclopoid copepodids",6_8_2001_43.21028_-75.92278,,43.210280,-75.922780,6,8,2001
0.61,0.71,"Cyclopoid copepodids",14_8_2000_43.22111_-76.04444,,43.221110,-76.044440,14,8,2000
0.61,1.25,"Cyclopoid copepodids",2_8_2004_43.22111_-76.04444,,43.221110,-76.044440,2,8,2004
0.61,15.25,"Diaptomus sicilis",2_8_2005_43.19472_-75.85361,,43.194720,-75.853610,2,8,2005
0.62,1.31,"Acanthocyclops vernalis",15_7_2002_43.21028_-75.92278,,43.210280,-75.922780,15,7,2002
